date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:05	1536/1536	---MC-	200	added ('OK')	text/plain	etag:W/%22b893e0f04c39b2a6b4e3c2e8f42610d6%22	https://tatem.com/robots.txt		(from )
15:11:05	93738/93738	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2022:11:06%20GMT	https://tatem.com/	C:/My%20Websites/tate/tatem.com/index.html	(from )
15:11:06	324864/324864	---M--	200	added ('OK')	font/woff2	etag:%228dd26c3dd0125fb16ce19b8f5e8273fb%22	https://tatem.com/_next/static/media/730e8169368baf37-s.p.woff2	C:/My%20Websites/tate/tatem.com/_next/static/media/730e8169368baf37-s.p.woff2	(from https://tatem.com/)
15:11:06	3219/3219	---M--	200	added ('OK')	image/png	etag:%22b946e19120e5876882ea54708d302e5e%22	https://tatem.com/images/tatem-logo.png	C:/My%20Websites/tate/tatem.com/images/tatem-logo.png	(from https://tatem.com/)
15:11:06	4326/4326	---M--	200	added ('OK')	image/png	etag:%22c4912f0be4b331a63f1d9afb8cc4fedd%22	https://tatem.com/images/tatem-text.png	C:/My%20Websites/tate/tatem.com/images/tatem-text.png	(from https://tatem.com/)
15:11:06	4687/4687	---MCZ	200	added ('OK')	text/css	etag:W/%2248899b90e3fab08683448a63e6b44d05%22	https://tatem.com/_next/static/css/6354ca2590a1a56e.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/6354ca2590a1a56eae80.css	(from https://tatem.com/)
15:11:06	125059/125059	---MCZ	200	added ('OK')	text/css	etag:W/%22f21f26f469e887339a813801df01d679%22	https://tatem.com/_next/static/css/ef53ce1dd883a715.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/ef53ce1dd883a715ae80.css	(from https://tatem.com/)
15:11:07	884/884	---MCZ	200	added ('OK')	text/css	etag:W/%22980dd58e16fec81a2d34ba5ec4703072%22	https://tatem.com/_next/static/css/afcb67d5b71cff5c.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/afcb67d5b71cff5cae80.css	(from https://tatem.com/)
15:11:07	337/337	---MCZ	200	added ('OK')	text/css	etag:W/%22578017cd9d507e174255e8ce571fcba9%22	https://tatem.com/_next/static/css/88c4fcc8b94add82.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/88c4fcc8b94add82ae80.css	(from https://tatem.com/)
15:11:07	245/245	---MCZ	200	added ('OK')	text/css	etag:W/%225867da6183cc39d5b2506acc3cd518bc%22	https://tatem.com/_next/static/css/de7a686f93c118fa.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/de7a686f93c118faae80.css	(from https://tatem.com/)
15:11:07	620/620	---MCZ	200	added ('OK')	text/css	etag:W/%22adc9c3ea8bf0dd2b8d4ad5552c2beeff%22	https://tatem.com/_next/static/css/e3d0dc443fd71ed9.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/e3d0dc443fd71ed9ae80.css	(from https://tatem.com/)
15:11:07	1148/1148	---MCZ	200	added ('OK')	text/css	etag:W/%22cecd4c6b9cbb2372aee025976784a6a9%22	https://tatem.com/_next/static/css/e65e49efe1eba71a.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/e65e49efe1eba71aae80.css	(from https://tatem.com/)
15:11:08	614/614	---MCZ	200	added ('OK')	text/css	etag:W/%22539b13bfe0a876ccb7cc4110c60cfe09%22	https://tatem.com/_next/static/css/19a21f73f221899a.css?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/css/19a21f73f221899aae80.css	(from https://tatem.com/)
15:11:08	5938/5938	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f62ee8e652c4eaea7d484b1ee83ad1bc%22	https://tatem.com/_next/static/chunks/webpack-2b0853c931889b85.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/webpack-2b0853c931889b85ae80.js	(from https://tatem.com/)
15:11:08	121719/121719	---MCZ	200	added ('OK')	application/javascript	etag:W/%229be2ef8dbedb853075c2fb7deef983bc%22	https://tatem.com/_next/static/chunks/eb40600c-37527c71077c9d85.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/eb40600c-37527c71077c9d85ae80.js	(from https://tatem.com/)
15:11:08	173177/173177	---MCZ	200	added ('OK')	application/javascript	etag:W/%227e9859591b79432d4559e03b0b5c039b%22	https://tatem.com/_next/static/chunks/59bcffeb-2e5d5617a0580f65.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/59bcffeb-2e5d5617a0580f65ae80.js	(from https://tatem.com/)
15:11:09	322642/322642	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e1102fb96be085240b92245d11b9702%22	https://tatem.com/_next/static/chunks/9973-85f60829b7dae991.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/9973-85f60829b7dae991ae80.js	(from https://tatem.com/)
15:11:09	1328/1328	---MCZ	200	added ('OK')	application/javascript	etag:W/%226863f8e0fc41aeac680ead40ff376b1d%22	https://tatem.com/_next/static/chunks/main-app-1c0c04fac50331e6.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/main-app-1c0c04fac50331e6ae80.js	(from https://tatem.com/)
15:11:09	57567/57567	---MCZ	200	added ('OK')	application/javascript	etag:W/%22342cf38b19d5be4c3aed54cae2f74ae3%22	https://tatem.com/_next/static/chunks/85dda547-5c6f84d89247d8f3.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/85dda547-5c6f84d89247d8f3ae80.js	(from https://tatem.com/)
15:11:09	325429/325429	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bf532b8393a15e1263765e04da0176e8%22	https://tatem.com/_next/static/chunks/0f515d60-d12828cdec37c847.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/0f515d60-d12828cdec37c847ae80.js	(from https://tatem.com/)
15:11:09	311518/311518	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b562b29e462b828e6d10dc073e1a219b%22	https://tatem.com/_next/static/chunks/257b6a2c-bbf7592ed7fae297.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/257b6a2c-bbf7592ed7fae297ae80.js	(from https://tatem.com/)
15:11:11	71862/71862	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a1ef1cee3952c782e2ade026173d4d3c%22	https://tatem.com/_next/static/chunks/716107be-ffa0d5b427a6b13f.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/716107be-ffa0d5b427a6b13fae80.js	(from https://tatem.com/)
15:11:11	5757/5757	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d5c3b4bafd5cc4bf1c2be21bc79c97fa%22	https://tatem.com/_next/static/chunks/3961-67e3b77192e06e25.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/3961-67e3b77192e06e25ae80.js	(from https://tatem.com/)
15:11:11	10266/10266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fbc8162fd8c1bb57becf8fb3f781b7fc%22	https://tatem.com/_next/static/chunks/3228-560bb941bbe17ec0.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/3228-560bb941bbe17ec0ae80.js	(from https://tatem.com/)
15:11:12	137462/137462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22831c6e1d1be48e99e5f93574c8a5dd66%22	https://tatem.com/_next/static/chunks/3067-c87968e3efc1df6c.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/3067-c87968e3efc1df6cae80.js	(from https://tatem.com/)
15:11:12	6605/6605	---MCZ	200	added ('OK')	application/javascript	etag:W/%22962419a2e6c10cf711e7bcd410825916%22	https://tatem.com/_next/static/chunks/6346-8ecc22cea98f4bd4.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/6346-8ecc22cea98f4bd4ae80.js	(from https://tatem.com/)
15:11:12	75967/75967	---MCZ	200	added ('OK')	application/javascript	etag:W/%222517a2c6564e44d98a63539276aca305%22	https://tatem.com/_next/static/chunks/7407-891f79ff830cb80d.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/7407-891f79ff830cb80dae80.js	(from https://tatem.com/)
15:11:12	410259/410259	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b2b127e1955e1d7fc5c6bb9d91bdaa78%22	https://tatem.com/_next/static/chunks/7427-b0fda0a745b7134c.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/7427-b0fda0a745b7134cae80.js	(from https://tatem.com/)
15:11:12	87887/87887	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b4405fb97aed34c66a08314748c20147%22	https://tatem.com/_next/static/chunks/5048-cbb699206126708d.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/5048-cbb699206126708dae80.js	(from https://tatem.com/)
15:11:13	22090/22090	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a775b7f5a6f08853e1af81b79c2e540e%22	https://tatem.com/_next/static/chunks/8810-227b212eddc9af23.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/8810-227b212eddc9af23ae80.js	(from https://tatem.com/)
15:11:13	400610/400610	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d275f6bed91ab02bec91dd222a4703a%22	https://tatem.com/_next/static/chunks/6998-eacd00fde782faee.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/6998-eacd00fde782faeeae80.js	(from https://tatem.com/)
15:11:13	14480/14480	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fb57260b7e39e0114c6d9e51371ff838%22	https://tatem.com/_next/static/chunks/1083-1ffe598e71ad6b15.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/1083-1ffe598e71ad6b15ae80.js	(from https://tatem.com/)
15:11:13	29792/29792	---MCZ	200	added ('OK')	application/javascript	etag:W/%226088d0e743abd9bc11dd1af4d4ce584a%22	https://tatem.com/_next/static/chunks/app/(marketing)/(home)/page-98d42aa25b6aecac.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/app/(marketing)/(home)/page-98d42aa25b6aecacae80.js	(from https://tatem.com/)
15:11:14	11963/11963	---MCZ	200	added ('OK')	application/javascript	etag:W/%224b26cebb3c9e414235f951a061ebaae8%22	https://tatem.com/_next/static/chunks/7476-f4a9b0a55c5230ac.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/7476-f4a9b0a55c5230acae80.js	(from https://tatem.com/)
15:11:14	14015/14015	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c79f353484a67cbb6964293967aa4d1d%22	https://tatem.com/_next/static/chunks/1953-b16f3ec1fd6b900a.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/1953-b16f3ec1fd6b900aae80.js	(from https://tatem.com/)
15:11:14	3560/3560	---MCZ	200	added ('OK')	application/javascript	etag:W/%22062aa0711b3308374aa1611cd79ad522%22	https://tatem.com/_next/static/chunks/app/(marketing)/layout-ee2204d055bc1c3e.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/app/(marketing)/layout-ee2204d055bc1c3eae80.js	(from https://tatem.com/)
15:11:14	1398/1398	---MCZ	200	added ('OK')	application/javascript	etag:W/%22503dc7b118806e199487f29a012e5312%22	https://tatem.com/_next/static/chunks/app/layout-551f6feacabf3734.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/app/layout-551f6feacabf3734ae80.js	(from https://tatem.com/)
15:11:14	8482/8482	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b14a011557b39591fc07100a6cf4b9b%22	https://tatem.com/_next/static/chunks/app/not-found-916bf49d8be7b924.js?dpl=dpl_4QFce4aJhB2j2UNmMCHXPqy2vEcy	C:/My%20Websites/tate/tatem.com/_next/static/chunks/app/not-found-916bf49d8be7b924ae80.js	(from https://tatem.com/)
15:11:15	717/717	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224567cb2e7956aeb69cae80c58d0c47c9%22	https://tatem.com/images/favicon.svg?v=2	C:/My%20Websites/tate/tatem.com/images/favicon5e1f.svg	(from https://tatem.com/)
